Score %,Company name,Website URL,Gehaald punten,Mogelijke Punten,Uitleg score,Keyword,Date,Wat voor producten ze verkopen,Aantal SKU's,Kleinste product naam,Kleinste product URL,Kleinste product afmetingen ,Kleinste product gewicht,Grootste product naam,Grootste product URL,Grootste product afemtingen,Grootste product gewicht,Lichtste product naam,Lichtste product URL,Lichtste product afemtingen,Lichtste product gewicht,Zwaarste product naam,Zwaarste product URL,Zwaarste product afmetingen,Zwaarste product gewicht,Retour adress,Cutoff tijd,Cutoff Note,Waar ze hun producten naartoe sturen,Instagram,Facebook,Youtube,Tiktok,X,Linked In,Status Product/Bedrijfs Informatie,Google Rating,Google Total Reviews,Recent Review 1,Recent Review 2,Recent Review 3,Google Business Adress,Google Place ID,Status Google Reviews,TrustPilot Rating,TrustPilot Total Reviews,TrustPilot Recent Review 1,TrustPilot Recent Review 2,TrustPilot Recent Review 3,Date,TrustPilot URL,Status TrustPilot,Has Meta Ads,Meta active ads count,Meta Platforms,Meta Last ad run,Meta Ads runned last 30 days?,Meta Likes count,Meta Libary URL,Meta Page ID,Google has ads,Google Page ID,Google Latest ad,Ads runned last 30 days?,Status,Contact 1 First Name,Contact 1 Last Name,Contact 1 Position,Contact 1 Linked-In,Contact 2 First Name,Contact 2 Last Name,Contact 2 Position,Contact 2 Linked-In,Contact 3 First Name,Contact 3 Last Name,Contact 3 Position,Contact 3 Linked-In,Contact 4 First Name,Contact 4 Last Name,Contact 4 Position,Contact 4 Linked-In,Contact 5 First Name,Contact 5 Last Name,Contact 5 Position,Contact 5 Linked-In
57%,CleanStrips,https://cleanstrips.nl/ ,38,67,"CleanStrips scoorde goed op productafmetingen en gewicht, wat logistiek voordelig is. Echter, het ontbreken van gegevens en advertenties op Google en Meta heeft de score aanzienlijk verlaagd.",Wasstrips,2026-03-13 13:18:03,Duurzame wasstrips en geurparels,9,Geurparels Arora Forest,https://cleanstrips.nl/product/geurparels-arora-forest-12-weken/,80 x 50 x 50mm,50g,Wasstrips Love Forest,https://cleanstrips.nl/product/wasstrips-love-forest-20-stuks-40-wasjes/,150 x 100 x 20mm,100g,Geurparels Purple Garden,https://cleanstrips.nl/product/geurparels-purple-garden-12-weken/,80 x 50 x 50mm,50g,Wasstrips Love Forest,https://cleanstrips.nl/product/wasstrips-love-forest-20-stuks-40-wasjes/,150 x 100 x 20mm,100g,"null, null, null, null",,Vertraging door grote vraag naar producten,,,,,,,,Done,,,,,,,,Failed,,,,,,,https://www.trustpilot.com/review/cleanstrips.nl,Failed,FALSE,0,,,,,,601616756375885,FALSE,search_1g3L6weL3bSx2alQakpaP2rB,,,No Prospects Found,,,,,,,,,,,,,,,,,,,,
92%,Pure Laundry Club,https://purelaundryclub.nl/ ,78,85,"Pure Laundry Club scoorde hoog dankzij hun uitgebreide SKU-assortiment en lichte, compacte producten. Hun sterke Trustpilot-beoordelingen compenseren het gebrek aan Google-data. Het ontbreken van Meta-advertenties is een zwak punt, ondanks hun actieve Google Ads-campagnes.",Wasstrips,2026-03-13 13:18:11,Duurzame wasstrips en reinigingsproducten,18,Wasstrips Pure Berry / 1 Pak (100 Wasbeurten),https://purelaundryclub.nl/products/wasstrips?variant=49390778843476,150 x 100 x 20mm,50g,Drogerballen,https://purelaundryclub.nl/products/drogerballen?variant=52439537811796,200 x 140 x 70mm,300g,Wasstrips Pure Berry / 1 Pak (100 Wasbeurten),https://purelaundryclub.nl/products/wasstrips?variant=49390778843476,150 x 100 x 20mm,50g,Drogerballen,https://purelaundryclub.nl/products/drogerballen?variant=52439537811796,200 x 140 x 70mm,300g,"Westerstraat 10, 3016DH, Rotterdam, Nederland",21:00,Bestellingen geplaatst tussen vrijdag 21:00 en zondag 16:00 worden op maandag geleverd.,"Nederland
België",https://www.instagram.com/purelaundryclub,https://www.facebook.com/purelaundryclub,,https://www.tiktok.com/@purelaundryclub.nl,,,Done,,,,,,,ChIJTcApU-f9t0cRKpVBlB4NahE,Failed,4.7,494,"5/5 - Kwaliteit van producten is heel goed en ook de levering is perfect  - March 4, 2026","5/5 - De strips voor afwasmachine zijn goed afwas goed schoon en geen chemische geur het ruikt zelfs heel fris.wasmachine strips ook tevreden over wast goed schoon !geur is weinig dat is wel jammer - March 11, 2026","5/5 - Allereerst: schone en fris ruikende was! Verder: goede en snelle service, leuke wastips via de mail. - March 8, 2026",,https://www.trustpilot.com/review/purelaundryclub.nl,Complete,TRUE,92,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",2026-03-13,No,2223,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=410257702162433,410257702162433,TRUE,AR00672659687497269249,2026-03-13,Yes,No Prospects Found,,,,,,,,,,,,,,,,,,,,
74%,Holistic-Life,https://holistic-life.care/ ,53,72,"Holistic-Life scoort hoog op SKU-aantal en online advertenties, wat hun zichtbaarheid en productdiversiteit benadrukt. Echter, het ontbreken van gegevens over de grootste productafmetingen en TP-beoordelingen verlaagt hun score aanzienlijk. De beperkte Google-recensies en advertentievolume zijn ook aandachtspunten.",Wasstrips,2026-03-13 13:18:19,Duurzame en milieuvriendelijke producten,37,iPhone Skin 15/16 Handgemaakt - RAUW,https://holistic-life.care/collections/rauw/products/iphone-skin-15-16-duurzaam-rauw,160 x 70 x 0.7mm,10g,Dimbare Himalaya zoutlamp 5-7kg,https://holistic-life.care/collections/all/products/dimbare-xl-himalaya-zoutlamp-set-5-7kg,afmetingen niet beschikbaar,7000g,iPhone Skin 15/16 Handgemaakt - RAUW,https://holistic-life.care/collections/rauw/products/iphone-skin-15-16-duurzaam-rauw,160 x 70 x 0.7mm,10g,Dimbare Himalaya zoutlamp 5-7kg,https://holistic-life.care/collections/all/products/dimbare-xl-himalaya-zoutlamp-set-5-7kg,afmetingen niet beschikbaar,7000g,"null, null, null, null",18:00,,"Nederland
België",,,,,,,Done,5,20,"5/5 - Maria Rivera (3 maanden geleden): De beste trainingen ooit. Warm, vriendelijk, goed gestructureerd en competent. Ik kan ze van harte aanbevelen.

Nicole is pure liefde en empathie.","5/5 - Alexandra Strebel (3 jaar geleden): Ik volg al een aantal jaren trainingen en bijscholingscursussen bij Nicole. Of het nu gaat om bloesemremedies of persoonlijke ontwikkeling, ik voel me altijd op mijn gemak, word goed verzorgd en ben goed opgeleid. De online training biedt ook flexibi",5/5 - Bettina Mura (3 jaar geleden): In 2015 volgde ik mijn eerste seminar over Australische Bush Bloesemremedies bij Nicole. Deze prachtige bloemen zijn sindsdien een vast onderdeel van mijn dagelijks leven. Er volgden nog verschillende vervolgseminars over Australische Bush Bloesemrem,"Mittlere Gstücktstrasse 17, 8180 Bülach, Zwitserland",ChIJC-g_NcN3kEcRzJ9yUfkd__I,Complete,,,,,,,https://www.trustpilot.com/review/holistic-life.care,Failed,TRUE,6,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",2026-03-13,Yes,738,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=107812615341229,107812615341229,TRUE,AR06069302845293723649,2026-03-12,Yes,No Prospects Found,,,,,,,,,,,,,,,,,,,,
70%,Wasbeleving,https://www.wasbeleving.nl/ ,45,64,"Wasbeleving scoorde hoog op SKU-aantal en productgewicht, wat hun potentieel als klant versterkt. Echter, het ontbreken van gegevens over de grootste productgrootte en TP-beoordelingen, samen met lage advertentieactiviteit, beïnvloedde hun score negatief.",Wasstrips,2026-03-13 13:18:26,Wasparfum en verzorgingsproducten,49,Geurkaart,https://www.wasbeleving.nl/nl/geurkaarten,100 x 70 x 1mm,10g,Luxe Geurstokjes Oud Supremo 500 ml,https://www.wasbeleving.nl/nl/luxe-geurstokjes-oud-supremo-500-ml/a3727,500ml,,Geurkaart,https://www.wasbeleving.nl/nl/geurkaarten,100 x 70 x 1mm,10g,Drogerballen 3 stuks,https://www.wasbeleving.nl/nl/drogerballen-3-stuks/a3852,,150g,"Keurmeesterstraat 9D, 2984 BA, Ridderkerk, Nederland",,Bestellingen worden binnen 2 werkdagen verstuurd.,"Duitsland
Frankrijk
Groot Brittanië
Ierland
Luxemburg
Denemarken
Oostenrijk
Portugal
Spanje
Zweden",,,https://www.youtube.com/channel/UCKca8kBJ0pzQ8UzStPm9fCw,,,,Done,4.4,7,5/5 - Demi Van hoek (3 weken geleden): Super lekkere wasparfum. Heerlijke geuren en het blijft ook super goed ruiken!🌸,5/5 - Wilma Van Everdingen (3 maanden geleden): Erg lekkere geuren bij Wasbeleving! Ik ga zeker nog een keer bestellen.,"5/5 - Christa Huisman (4 maanden geleden): Heerlijke geuren, je hebt maar een klein beetje nodig dus je doet er lang mee!","Keurmeesterstraat 9D, 2984 BA Ridderkerk, Nederland",ChIJp0Weq9rRxUcRtQYYCRFupsM,Complete,,,,,,,https://www.trustpilot.com/review/wasbeleving.nl,Failed,TRUE,1,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",2026-03-12,Yes,1480,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=110673284502761,110673284502761,FALSE,search_1g3L6weL3bSx2a3b8kpaP2rB,,,No Prospects Found,,,,,,,,,,,,,,,,,,,,
55%,The Plastic Free Co.,https://www.theplasticfreecompany.nl/ ,35,64,"The Plastic Free Co. scoorde hoog op Google-beoordelingen en adverteert actief via Google Ads, wat hun zichtbaarheid vergroot. Echter, het ontbreken van gegevens over de grootste productgrootte en TP-beoordelingen, evenals het niet adverteren op Meta, heeft hun score aanzienlijk verlaagd.",Wasstrips,2026-03-13 13:18:32,Duurzame en plasticvrije huishoudproducten,158,Natuurlijke Lippenbalsem,https://www.theplasticfreecompany.nl/products/natuurlijke-lippenbalsem,,,Papieren Tape - 50mm x 50m,https://www.theplasticfreecompany.nl/products/papieren-tape-50mm-x-50m,50mm x 50000mm,,Plasticvrije Kauwgom,https://www.theplasticfreecompany.nl/products/plasticvrije-kauwgom,,21g,Zeeppakket Vol & Kruidig,https://www.theplasticfreecompany.nl/products/zeeppakket-vol-kruidig,,200g,"null, null, null, Nederland",,Verwerking en verzending binnen 1-3 dagen; levering 1-3 werkdagen na verzending,"Nederland
België
Oostenrijk
Bulgarije
Duitsland
Frankrijk
Italië
Spanje
Tsjechië
Denemarken
Estland
Finland
Griekenland
Hongarije
Ierland
Kroatië
Letland
Litouwen
Luxemburg
Malta
Polen
Portugal
Roemenië
Slovenië
Slowakije
Zweden",,,,,,,Done,4.8,17,"5/5 - Filip Skobic (5 jaar geleden): Een fantastische one-stop-shop met zoveel opties om je plasticgebruik en je CO2-voetafdruk te verminderen. Ze bezorgen ook op de fiets, wat erg cool is! :)

Ik heb mijn eerste bestelling ongeveer een maand geleden ontvangen en ik ben ontzettend blij ",5/5 - Nikki Smit (Thisisnikkismit) (5 jaar geleden): Hele fijne webshop met mooie en fijne eco producten! Echt een aanrader!,"5/5 - Irma van der Spek (5 jaar geleden): Super klantvriendelijk en goede service, ook als iets niet volgens planning gaat!","Burgemeester Bauduinstraat 74, 6224 VZ Maastricht, Nederland",ChIJ05nCqJgLxkcR1v0Btwmtu1Q,Complete,,,,,,,https://www.trustpilot.com/review/theplasticfreecompany.nl,Failed,FALSE,0,,,,,,332779037502526,TRUE,AR05232590611273482241,2026-03-12,Yes,No Prospects Found,,,,,,,,,,,,,,,,,,,,
18%,Doolioo,https://www.doolioo.nl/ ,11,62,"Doolioo scoorde laag door het ontbreken van SKU's en gegevens over productgrootte en -gewicht, wat essentieel is voor logistiek. Ondanks een uitstekende Google-rating, ontbreken advertenties en reviews op andere platforms, wat de zichtbaarheid beperkt.",Wasstrips,2026-03-13 13:18:41,Ecologische was- en vaatwasstrips,0,,,,,,,,,,,,,,,,,"null, null, null, null",22:00,,"Nederland
België",,,,,,,Done,4.9,17,"5/5 - Marlon (een jaar geleden): Na het zien van de bekende kassa aflevering over olijfolie (en hoe je er eigenlijk mee genept wordt ) ben ik online gaan zoeken naar wat nou een goede olijfolie is.
Er is veel verschil, veel verschillende olijfrassen smaken en soorten.
Een aantal web","5/5 - Carol van Rees (een jaar geleden): Geweldige service, Supervriendelijke man, was een foutje maar is onmiddelijk rechtgezet. Superleuke Ceramic potjes 💚 en heerlijke organic olijfolie uit verschillende landen. het is een aanrader☝️","5/5 - Haje den Ouden (2 jaar geleden): Ik koop hier nu al vele jaren mijn olijfolies. En tijd om eens een review te plaatsen. Want dat verdiend deze topwinkel zekers.
Niet alleen de producten zijn allemaal van top kwaliteit, de adviezen  die je krijgt wanneer je er om vraagt zijn ook supe","Da Vincilaan 13P, 6716 WC Ede, Nederland",ChIJPau7Qr1QxkcRLJeTlxj7n-0,Complete,,,,,,,https://www.trustpilot.com/review/doolioo.nl,Failed,FALSE,0,,,,,,,FALSE,search_JoY68Me7qNsA98mgVv0axRVb,,,No Prospects Found,,,,,,,,,,,,,,,,,,,,
61%,Happeaz,https://happeaz.nl/ ,30,49,"Happeaz scoorde hoog op het aantal SKU's en het gebruik van Meta Ads, wat hun potentieel als klant verhoogt. Echter, het ontbreken van gegevens over de grootste productafmetingen en Google-beoordelingen, evenals het lage gewicht van hun zwaarste product, hebben hun score aanzienlijk verlaagd.",Wasstrips,2026-03-13 13:18:47,Praktische producten voor dagelijks gebruik,37,Ketting met katten knuffel hanger 1 + 1 gratis!,https://happeaz.nl/products/katten-knuffel-ketting-een-blijvende-herinnering,40 x 40 x 10mm,20g,ComfyCuddle™ Deken,https://happeaz.nl/products/comfycuddle-deken-ademend-warme-deken-zelfzorg,2000 x 2300mm,2500g,Ketting met katten knuffel hanger 1 + 1 gratis!,https://happeaz.nl/products/katten-knuffel-ketting-een-blijvende-herinnering,40 x 40 x 10mm,20g,ComfyCuddle™ Deken,https://happeaz.nl/products/comfycuddle-deken-ademend-warme-deken-zelfzorg,2000 x 2300mm,2500g,"null, null, null, null",,Levertijd tussen 7-14 dagen,,,,,,,,Done,,,,,,,,Failed,,,,,,,https://www.trustpilot.com/review/happeaz.nl,Failed,TRUE,7,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",2026-03-13,Yes,1283,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=563006806894315,563006806894315,FALSE,search_mR5DzpePyDIpwaqgm4YdGQno,,,No Prospects Found,,,,,,,,,,,,,,,,,,,,
57%,Ecofino,https://www.ecofino.nl/ ,43,75,"Ecofino scoort goed op productgrootte en gewicht, wat logistiek voordelig is. Het ontbreken van online beoordelingen en advertenties op Meta beïnvloedt de score negatief. Google Ads activiteit is een positief punt.",Wasstrips,2026-03-13 13:18:54,Milieuvriendelijke wasstrips,3,Proefpakket wasstrips,https://www.ecofino.nl/products/proefpakket-wasstrips,100 x 70 x 10mm,30g,Ecofino Wasstrips,https://www.ecofino.nl/products/milieuvriendelijke-wasstrips?variant=50445590036744,150 x 100 x 20mm,100g,Proefpakket wasstrips,https://www.ecofino.nl/products/proefpakket-wasstrips,100 x 70 x 10mm,30g,Ecofino Wasstrips,https://www.ecofino.nl/products/milieuvriendelijke-wasstrips?variant=50445590036744,150 x 100 x 20mm,100g,"null, null, null, null",16:00,,,https://www.instagram.com/ecofino.nl,,,,,,Done,,,,,,,,Failed,,,,,,,https://www.trustpilot.com/review/ecofino.nl,Failed,FALSE,0,,,,,,514830271711291,TRUE,AR04324919521748975617,2026-03-12,Yes,No Prospects Found,,,,,,,,,,,,,,,,,,,,
38%,Nature Matters,https://naturematters.nl/ ,31,82,"Nature Matters scoorde laag door het ontbreken van advertenties en een beperkt aantal reviews, wat wijst op een lage online zichtbaarheid. Positieve punten zijn de hoge klanttevredenheid en het lichte gewicht van hun producten.",Wasstrips,2026-03-13 13:19:01,"Duurzame producten voor verzorging, huishouden, eten en drinken",285,Pen Pal en Spray Flesje,https://naturematters.nl/product/moyu-pen-pal-en-spray-flesje-2-ml,,,Skosh Badkamerreiniger Hervulbare Fles met Tablet,https://naturematters.nl/product/skosh-badkamerreiniger-fles-met-tablet,,,True Mints Plasticvrije Mintjes,https://naturematters.nl/product/true-mints,,15g,Chilly's Bottle Series 2 Abyss Black,https://naturematters.nl/product/chillys-bottles-chillys-bottle-series-2,75x220x75mm,390g,"null, null, null, null",13:00,"Voor 13:00 besteld, vandaag verzonden.",,,,,,,,Done,4,3,5/5 - Mr Moos (6 jaar geleden): Zeer professioneel en vriendelijk. Innovatieve producten!,4/5 - Stefan Martinus (6 jaar geleden): Mooie natuurlijke producten hebben ze hier.,3/5 - Ben Van-Dal (6 jaar geleden): Geen tekst,"Bijsterhuizen 5028, 6604 LZ Wijchen, Nederland",ChIJs3r7Qy9Fx0cRupqXIVkQmbw,Complete,4.4,14,"5/5 - Mooi product, ik ben er blij mee.  - February 20, 2025","4/5 - Ik heb voor het eerst online de eco egg besteld,Prima verpakt .en dat achteraf betalen vind ik top - August 16, 2023","5/5 - Snelle verzending en netjes verpakt. - May 5, 2023",,https://www.trustpilot.com/review/naturematters.nl,Complete,FALSE,0,,,,,,118345323419276,FALSE,search_JoY68Me7qNsA98mqKv0axRVb,,,No Prospects Found,,,,,,,,,,,,,,,,,,,,
16%,Lavass,https://www.lavass.nl/ ,14,87,"Lavass scoorde laag door een beperkt aantal SKU's en afwezigheid van advertenties op Meta en Google. Hun productgrootte is klein, wat niet gunstig is. Positief is dat het gewicht redelijk scoort en de Google- en TP-beoordelingen gemiddeld zijn.",Wasstrips,2026-03-13 13:19:08,Wasmiddel en wasverzachter strips,4,Wasstrips (60 wasbeurten),https://www.lavass.nl/collections/all/products/wasstrips?variant=,10 x 60 x 1mm,2g,Wasstrips Family Pack (300 wasbeurten),https://www.lavass.nl/products/wasstrips-family-pack-300-wasbeurten,50 x 300 x 1mm,600g,Wasstrips (60 wasbeurten),https://www.lavass.nl/collections/all/products/wasstrips?variant=,10 x 60 x 1mm,2g,Wasstrips Family Pack (300 wasbeurten),https://www.lavass.nl/products/wasstrips-family-pack-300-wasbeurten,50 x 300 x 1mm,600g,"De Peppelaar 18, 7491 DK, Delden, Nederland",,Vandaag besteld = morgen wassen,,https://www.instagram.com/lavass.nl/,https://www.facebook.com/profile.php?id=100086441405479,,,,,Done,3.6,7,5/5 - Jos Oosterveen (6 maanden geleden): Uitstekende elektronica leverancier waar we al jaren zaken mee doen. Kwaliteit en logistiek beter dan bij onze andere leveranciers.,1/5 - Tom Poes (12 maanden geleden): Vreselijk bedrijf om te werken. Wederom erg laag salaris.  Bij eventueel vast contract ga je er  financieel op achteruit.  Directie verrijkt zichzelf op schandalige manier over rug werkende man. Gaat niet best om met uitzendkrachten.  Voor niets aan ,5/5 - Jaja Jaija (3 jaar geleden): Geen tekst,"De Vrijheid, Cereslaan 4, 9641 MJ Veendam, Nederland",ChIJK9QlD1TRt0cRWcjN1C8Lygs,Complete,3.6,,/5 -   - ,/5 -  - ,/5 -  - ,,https://www.trustpilot.com/review/lavass.nl,Complete,FALSE,0,,,,,,103911455828785,FALSE,search_W19X7MebbAtJq7BDLe68NbDz,,,No Prospects Found,,,,,,,,,,,,,,,,,,,,
36%,Ecotastisch,https://www.ecotastisch.nl/ ,26,72,"Ecotastisch scoorde laag door het ontbreken van gegevens over de grootste productafmetingen en TP-beoordelingen, en het ontbreken van advertenties op Meta en Google. Positieve punten zijn het maximale gewicht van hun producten en hun uitstekende Google Rating.",Wasstrips,2026-03-13 13:19:15,Duurzaam speelgoed en natuurlijke verzorgingsproducten,632,Goki Stempelkussen,https://www.ecotastisch.nl/products/stempelkussen,30x30x20mm,,BubbleLab - Navulling 10 liter,https://www.ecotastisch.nl/products/bubblelab-navulling-10-liter,10000ml,,Superschillen Neutraal Mini,https://www.ecotastisch.nl/products/superschillen-neutraal-mini,,15g,Bath Blaster - Peony Blush,https://www.ecotastisch.nl/products/kopie-van-bath-blaster-omg-eggs-6-pack,,160g,"null, null, null, null",16:00,Bestellingen voor 16.00 uur worden dezelfde dag verzonden,,,,,,,,Done,5,3,"5/5 - Inge Vreeswijk-Baudoin (5 jaar geleden): Fijne service, persoonlijk contact en erg leuk en verantwoord speelgoed! Het cadeautje werd mooi ingepakt en met een leuk kaartje erbij bezorgd.",5/5 - R. Berghuis (5 jaar geleden): Geen tekst,5/5 - Hetty Gombert (6 jaar geleden): Geen tekst,"Grote Beer 16, 3893 DK Zeewolde, Nederland",ChIJWUUOyrwwxkcRuvWykksL_Rw,Complete,,,,,,,https://www.trustpilot.com/review/ecotastisch.nl,Failed,FALSE,0,,,,,,1491266681165667,FALSE,search_Lpb2Z8vDqdsr6wV8QkVgQzRy,,,No Prospects Found,,,,,,,,,,,,,,,,,,,,
48%,Second Nature,https://second-nature.nl/ ,37,77,"Second Nature scoorde hoog op SKU-aantal en klanttevredenheid via Trustpilot, maar mist zichtbaarheid door afwezigheid van Google- en Meta-advertenties. Het gebrek aan Google-data en de beperkte productafmetingen beïnvloedden de score negatief.",Wasstrips,2026-03-13 13:19:22,Duurzame huishoudproducten en scheeraccessoires,15,De Razor Beschermhoes,https://second-nature.nl/products/de-razor-beschermhoes,100 x 40 x 20mm,50g,Wasstrips Bundel - 12 x 20 wasjes,https://second-nature.nl/products/wasstrips-jaarbundel,300 x 200 x 100mm,600g,Wasstrip Sample - 3 Sheets,https://second-nature.nl/products/wasstrips-sample,50 x 50 x 5mm,10g,Premium Scheerset,https://second-nature.nl/products/premium-scheerset,200 x 100 x 80mm,800g,"Energieweg 39, 2404 HE, Alphen a/d Rijn, Nederland",,"Vandaag besteld, volgende werkdag geleverd","Nederland
België
Duitsland
Frankrijk
Italië
Spanje
Luxemburg
Portugal
Oostenrijk
Griekenland
Finland
Zweden
Denemarken
Noorwegen
Zwitserland",,,,,,,Done,,,,,,,ChIJo2efSEKnx0cRoFGDFigDZmI,Failed,4.7,245,"5/5 - Super quick delivery and great product! Love it 😘👍💖  - May 15, 2025","5/5 - Fast delivery and very nice product, we've been using it for some years now. - December 31, 2024","5/5 - Great product and more in harmony with nature - December 14, 2023",,https://www.trustpilot.com/review/second-nature.nl,Complete,FALSE,0,,,,,,124316587985008,FALSE,search_16dWXw4JOrIVAW9odvqoKNGl,,,No prospect found,,,,,,,,,,,,,,,,,,,,
60%,Washgiant,https://www.washgiant.nl/ ,45,75,"Washgiant scoorde hoog op SKU-aantal en Meta Ads, wat hun zichtbaarheid en productdiversiteit benadrukt. Echter, het ontbreken van gegevens over Google en Trustpilot beoordelingen en reviews beïnvloedde hun score negatief. Hun grootste productformaat droeg ook niet bij aan de score.",Wasstrips,2026-03-13 13:19:29,Ecologische wasstrips en reinigingsproducten,13,Washgiant toiletreiniger strips Lemon grass,https://www.washgiant.nl/shop/toiletreinigingsstrips/lemon-grass/,50 x 50 x 5mm,10g,Washgiant Ervaar Alles Pakket,https://www.washgiant.nl/shop/bundels/ervaar-alles-pakket/,300 x 200 x 100mm,1000g,Washgiant toiletreiniger strips Lemon grass,https://www.washgiant.nl/shop/toiletreinigingsstrips/lemon-grass/,50 x 50 x 5mm,10g,Washgiant Ervaar Alles Pakket,https://www.washgiant.nl/shop/bundels/ervaar-alles-pakket/,300 x 200 x 100mm,1000g,"Veldkaamp 2, 7678WB, Geesteren, The Netherlands",15:00,Bestellingen voor 15:00 uur op werkdagen worden de volgende dag geleverd.,alle landen binnen de Europese Unie,,,,,,,Done,,,,,,,ChIJ9f_glSQFuEcRD_uw2TqHqfw,Failed,,,,,,,https://www.trustpilot.com/review/washgiant.nl,Failed,TRUE,10,"FACEBOOK, INSTAGRAM",2026-03-13,Yes,50,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=870244386165066,870244386165066,FALSE,search_mR5DzpePyDIpwaqDV4YdGQno,,,No Prospects Found,,,,,,,,,,,,,,,,,,,,
89%,Naturbly,https://naturbly.nl/ ,89,100,"Naturbly scoorde hoog dankzij hun compacte en lichte producten, wat logistiek efficiënt is. Hun sterke aanwezigheid op Meta en Google Ads versterkt hun zichtbaarheid. Echter, het aantal Google en Trustpilot reviews is beperkt, wat een aandachtspunt is.",Wasstrips,2026-03-13 13:19:36,Ecologische schoonmaakproducten zoals wasstrips en vaatwasstrips,11,Wasstrips,https://naturbly.nl/products/wasstrips,10 x 70 x 1mm,5g,Vloerreinigingsstrips,https://naturbly.nl/products/vloerreinigingsstrips?variant=56254810653054,15 x 80 x 1mm,7g,Wasstrips,https://naturbly.nl/products/wasstrips,10 x 70 x 1mm,5g,Vloerreinigingsstrips,https://naturbly.nl/products/vloerreinigingsstrips?variant=56254810653054,15 x 80 x 1mm,7g,"Joan Muyskenweg 64, 1114 AN, Amsterdam-Duivendrecht, Nederland",15:00,,"Nederland
België
Duitsland
Frankrijk
andere EU-landen",,,,,,,Done,4.2,28,"5/5 - Jori (een maand geleden): Ik heb jaren geleden een waterdestilleerder gekocht. Deze ging kapot lang nadat de garantie was verlopen. Desondanks werd het apparaat kosteloos, zeer snel en zonder problemen gerepareerd. Ik ben daarom zeer tevreden.",5/5 - Lissa Ohm (6 maanden geleden): Ik ben absoluut tevreden. Ik heb een Blue Green distilleerder besteld en ben daarna twee keer zeer snel en vakkundig geholpen met het onderhoud dankzij de klantenservice. Top!,5/5 - Barbara Steiner (een jaar geleden): Ik ben zeer tevreden met de producten die ik tot nu toe heb besteld. Ze voldoen volledig aan mijn verwachtingen. De winkel biedt ook een uitstekende klantenservice! Ik werd altijd snel en vriendelijk geholpen met al mijn vragen en opmerkingen. De med,"Vogt 19, 6422 RK Heerlen, Nederland",ChIJqZXHH5CXwEcRdTyi4km7fKE,Complete,4.4,14,"5/5 - Snelle levering . Mooie verpakking. 1e was gedraaid. Schoon en ruikt heerlijk.  - March 10, 2026","5/5 - Ruikt heerlijk en de kleding is lekker zacht, geen geknoei met poeder en wasverzachter - March 9, 2026","5/5 - Alles correct afgehandeld - March 2, 2026",,https://www.trustpilot.com/review/naturbly.nl,Complete,TRUE,27,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, THREADS, MESSENGER",2026-03-13,Yes,2,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=768195723053858,768195723053858,TRUE,AR16413633557966094337,2026-03-12,Yes,No Prospects Found,,,,,,,,,,,,,,,,,,,,
